folioviv,foliohog,numren,clave,material,gasto,gasto_tri
25004362702,1,04,E005B,620,620,1799.99
25004362703,1,03,E002A,550,550,1596.77
25004362703,1,03,E002B,650,650,1887.09
25004362705,1,04,E005A,215,215,624.19
25004362705,1,03,E005B,17,17,49.35
25004362705,1,03,E005A,70,70,203.22
25004362705,1,04,E005B,42,42,121.93
25004362706,1,04,E004B,257,257,746.12
25004362706,1,05,E002A,190,190,551.61
25004362706,1,04,E004A,288,288,836.12
25004362706,1,03,E005B,82,82,238.06
25004962205,1,01,E004A,150,150,435.48
25005170302,1,05,E001B,600,600,1741.93
25005170302,1,04,E005B,300,300,870.96
25007741203,1,03,E004A,120,120,348.38
25007741204,1,04,E002A,24,24,69.67
25008493006,1,02,E004A,150,150,450
25008493006,1,02,E004B,30,30,90
25009781706,1,02,E002B,300,300,870.96
25011993403,1,04,E005B,100,100,300
25012802706,1,05,E003B,220,220,638.7
25012802706,1,05,E003A,470,470,1364.51
25012802706,1,04,E005B,200,200,580.64
25012802706,1,04,E005A,550,550,1596.77
25013722605,1,05,E003A,1680,1680,4877.41
25013722605,1,05,E003B,190,190,551.61
25013722605,1,06,E002B,1050,1050,3048.38
25013722605,1,06,E002A,140,140,406.45
25014561002,1,03,E003A,240,240,696.77
25014561006,1,03,E003B,10,10,29.03
25018071102,1,03,E001A,181,181,525.48
25018071102,1,03,E001B,406,406,1178.7
25018071103,1,03,E005B,800,800,2322.58
25019402903,1,04,E002A,120,120,360
25020221301,1,03,E005A,300,300,900
25021232601,1,04,E002B,450,450,1306.45
25021232601,1,04,E002A,150,150,435.48
25021232601,1,03,E002B,450,450,1306.45
25021232601,1,03,E002A,150,150,435.48
25021232602,1,04,E001B,660,660,1916.12
25021232602,1,04,E001A,40,40,116.12
25021232605,1,03,E005A,280,280,812.9
25021232605,1,03,E005B,50,50,145.16
25021232605,1,05,E002A,48,48,139.35
25021232605,1,04,E003B,50,50,145.16
25021232605,1,04,E003A,120,120,348.38
25021232605,1,05,E002B,55,55,159.67
25021232606,1,02,E002B,410,410,1190.32
25021232606,1,02,E002A,90,90,261.29
25022920803,1,06,E002A,150,150,482.14
25023020202,1,05,E001A,63,63,182.9
25024692701,1,05,E002A,195,195,566.12
25024692701,1,05,E002B,390,390,1132.25
25024692703,1,04,E003B,152,152,441.29
25024692703,1,04,E003A,175,175,508.06
25024692703,1,03,E005B,35,35,101.61
25024692703,1,03,E005A,240,240,696.77
25024692705,1,05,E003A,150,150,435.48
25024692705,1,05,E003B,170,170,493.54
25024692705,1,03,E005B,25,25,72.58
25024692705,1,03,E005A,45,45,130.64
25024692705,1,04,E004B,50,50,145.16
25024692705,1,04,E004A,85,85,246.77
25025072502,1,04,E003B,184,184,534.19
25025072502,1,04,E003A,316,316,917.41
25025072502,1,03,E004A,284,284,824.51
25025072502,1,03,E004B,216,216,627.09
25025072504,1,06,E002A,198,198,574.83
25025072504,1,06,E002B,202,202,586.45
25025072505,1,03,E002A,125,125,362.9
25025072505,1,04,E002B,295,295,856.45
25025072505,1,04,E002A,205,205,595.16
25025072505,1,03,E002B,375,375,1088.7
25025333401,1,03,E003A,20,20,60
25025333401,1,03,E003B,280,280,840
25025333402,1,03,E005B,500,500,1500
25025582801,1,03,E003B,110,110,330
25025582801,1,04,E002A,34,34,102
25025582801,1,04,E002B,26,26,78
25025582801,1,03,E003A,119,119,357
25025582804,1,03,E005A,600,600,1800
25025582804,1,04,E003A,540,540,1620
25025582804,1,03,E005B,54,54,162
25025582804,1,04,E003B,150,150,450
25025582806,1,03,E002A,170,170,510
25025582806,1,04,E003B,20,20,60
25025582806,1,04,E003A,340,340,1020
25025582806,1,03,E002B,125,125,375
25026490106,1,02,E004A,600,600,1741.93
25026952301,1,03,E005A,178,178,516.77
25029903106,1,03,E004A,40,40,116.12
25029903106,1,03,E004B,70,70,203.22
25032183503,1,03,E003B,56,56,168
25032183503,1,03,E003A,12,12,36
25033593003,1,03,E001B,970,970,2910
25033593003,1,03,E001A,30,30,90
25034120704,1,03,E005B,250,250,803.57
25035282504,1,05,E003A,790,790,2293.54
25035282504,1,05,E003B,310,310,899.99
25035900101,1,06,E002A,1100,1100,3193.54
25037690504,1,04,E005A,800,800,2322.58
25037982901,1,03,E002A,167,167,501
25038200001,1,04,E003B,40,40,120
25039202704,1,04,E004A,100,100,290.32
25039202704,1,06,E002A,40,40,116.12
25039202704,1,05,E003A,50,50,145.16
25039202705,1,03,E003A,300,300,870.96
25039202705,1,03,E003B,160,160,464.51
25043460301,1,03,E002A,300,300,870.96
25043460301,1,04,E001A,350,350,1016.12
25043781106,1,06,E002A,63,63,182.9
25043781106,1,06,E002B,103,103,299.03
25043783003,1,05,E003A,75,75,225
25044092702,1,02,E005A,110,110,319.35
25044092702,1,02,E005B,60,60,174.19
25044092704,1,03,E003A,500,500,1451.61
25044092704,1,03,E003B,300,300,870.96
25044611503,1,04,E002B,150,150,450
25044611503,1,03,E002A,100,100,300
25044611503,1,04,E002A,100,100,300
25044611503,1,03,E002B,150,150,450
25045722903,1,04,E004B,20,20,60
25045722903,1,04,E004A,70,70,210
25045722906,1,03,E002B,190,190,570
25045722906,1,03,E002A,60,60,180
25050270704,1,03,E005B,200,200,642.85
25050270704,1,03,E005A,200,200,642.85
25050272605,1,03,E005B,200,200,580.64
25050272605,1,03,E005A,890,890,2583.87
25050730101,1,03,E003A,500,500,1451.61
25050730101,1,02,E003A,500,500,1451.61
25050731602,1,03,E005B,240,240,696.77
25050731605,1,03,E002B,155,155,449.99
25050731605,1,04,E002B,155,155,449.99
25050732504,1,04,E004A,250,250,725.8
25050732504,1,04,E004B,30,30,87.09
25050733401,1,05,E002A,200,200,600
25050733404,1,04,E001A,550,550,1650
25052342301,1,03,E004A,110,110,319.35
25053260908,1,05,E005A,320,320,1028.57
25053260908,1,06,E004B,60,60,192.85
25053260908,1,05,E005B,60,60,192.85
25053260908,1,06,E004A,320,320,1028.57
25053260911,1,04,E002A,310,310,996.42
25053260911,1,04,E002B,190,190,610.71
25601211102,1,03,E002B,25,25,72.58
25601211102,1,03,E002A,20,20,58.06
25601211103,1,05,E002A,120,120,348.38
25601211104,1,04,E004A,105,105,304.83
25601211104,1,04,E004B,195,195,566.12
25601213003,1,05,E004B,63,63,189
25601213003,1,06,E002A,171,171,513
25601213003,1,05,E004A,152,152,456
25601213005,1,03,E002A,25,25,75
25601213005,1,03,E002B,50,50,150
25601740005,1,03,E002B,40,40,120
25601740005,1,04,E001B,50,50,150
25601740911,1,04,E003A,100,100,321.42
25601740911,1,03,E005A,501,501,1610.35
25602122704,1,04,E003A,1700,1700,4935.48
25602730404,1,03,E001A,80,80,232.25
25602730406,1,04,E002A,40,40,116.12
25602730406,1,03,E002A,40,40,116.12
25602730406,1,02,E004A,30,30,87.09
25602862602,1,05,E004A,50,50,145.16
25602862603,1,03,E004B,30,30,87.09
25602862603,1,03,E004A,140,140,406.45
25602862604,1,04,E002B,59,59,171.29
25602862604,1,03,E003A,200,200,580.64
25602862604,1,04,E002A,54,54,156.77
25602862604,1,03,E003B,30,30,87.09
25602862605,1,05,E002A,15,15,43.54
25602862605,1,03,E003A,28,28,81.29
25602862605,1,03,E003B,29,29,84.19
25602862605,1,04,E002A,15,15,43.54
25602862605,1,04,E002B,19,19,55.16
25602862605,1,05,E002B,11,11,31.93
25604210803,1,04,E002A,199,199,639.64
25604210804,1,04,E004B,97,97,311.78
25604210804,1,04,E004A,90,90,289.28
25604213101,1,03,E003B,160,160,464.51
25604702604,1,03,E001B,39,39,113.22
25604702604,1,03,E001A,40,40,116.12
25604702605,1,04,E005A,350,350,1016.12
25604702605,2,02,E004A,100,100,290.32
25604703501,1,04,E002A,200,200,600
25604703501,1,03,E003A,250,250,750
25604703506,1,03,E002A,200,200,600
25604751604,1,05,E001A,100,100,290.32
25604990503,1,03,E003B,100,100,290.32
25604990503,1,04,E002B,200,200,580.64
25604991401,1,04,E002A,20,20,60
25604991401,1,03,E002A,20,20,60
25604991401,1,03,E002B,40,40,120
25604991401,1,04,E002B,20,20,60
25604991401,1,05,E001B,20,20,60
25604991402,1,03,E002A,35,35,105
25604991402,1,03,E002B,10,10,30
25606140604,1,03,E003B,200,200,580.64
25606140604,1,06,E002B,50,50,145.16
25606140606,1,04,E001B,40,40,116.12
25606140606,1,03,E001B,40,40,116.12
25606773711,1,03,E004A,238,238,690.96
25606773711,1,03,E004B,115,115,333.87
25609713301,1,05,E002A,30,30,87.09
25609713301,1,05,E002B,55,55,159.67
26000461304,1,03,E002B,30,30,90
26000461304,1,04,E002B,80,80,240
26001410802,1,06,E003B,80,80,257.14
26001410802,1,05,E004B,600,600,1928.57
26001952203,1,04,E005B,560,560,1625.8
26001952203,1,05,E005A,200,200,580.64
26001952205,1,04,E002A,150,150,435.48
26001952205,1,03,E002A,100,100,290.32
26002432802,1,02,E005A,150,150,450
26002432802,1,03,E003B,500,500,1500
26002432802,1,04,E002B,400,400,1200
26003870701,1,03,E004B,50,50,160.71
26003870701,1,03,E004A,300,300,964.28
26004523101,1,03,E004B,25,25,72.58
26004523101,1,03,E004A,195,195,566.12
26004693001,1,03,E005A,300,300,900
26004693001,1,04,E002A,200,200,600
26004693002,1,03,E003A,300,300,900
26004693003,1,04,E002A,250,250,750
26004693003,1,05,E002A,250,250,750
26004693003,1,03,E004A,250,250,750
26004990205,1,03,E001B,344,344,998.7
26006383404,1,03,E002B,150,150,450
26006383404,1,03,E002A,210,210,630
26006383406,1,03,E002A,30,30,90
26006383406,1,03,E002B,10,10,30
26006711003,1,03,E002A,100,100,290.32
26007422504,1,03,E004A,245,245,711.29
26007422504,1,03,E004B,75,75,217.74
26007422504,1,04,E003A,245,245,711.29
26007422504,1,04,E003B,75,75,217.74
26007452902,1,03,E005B,180,180,540
26007452904,1,02,E003B,700,700,2100
26007452904,1,02,E003A,500,500,1500
26007582703,1,03,E002B,90,90,261.29
26007582703,1,03,E002A,210,210,609.67
26007582704,1,05,E002A,100,100,290.32
26007582704,1,05,E002B,22,22,63.87
26007680001,1,04,E001A,45,45,135
26007933202,1,03,E006B,750,750,2177.41
26007933203,1,03,E001B,200,200,580.64
26008912302,1,05,E002A,157,157,455.8
26008912302,1,05,E002B,46,46,133.54
26008912302,1,03,E003A,256,256,743.22
26008912302,1,03,E003B,60,60,174.19
26008912302,1,04,E002A,157,157,455.8
26009231803,1,03,E002A,40,40,116.12
26009231803,1,03,E002B,86,86,249.67
26009270904,1,03,E002A,150,150,482.14
26009270904,1,04,E002B,150,150,482.14
26009270906,1,04,E002B,200,200,642.85
26009270906,1,03,E002A,200,200,642.85
26010283002,1,04,E003B,43,43,129
26010283002,1,04,E003A,720,720,2160
26010283002,1,05,E003B,49,49,147
26010283002,1,05,E003A,720,720,2160
26011300603,1,04,E003B,60,60,174.19
26011300603,1,03,E002A,80,80,232.25
26011300605,1,03,E005A,160,160,464.51
26011300605,1,03,E005B,80,80,232.25
26012892903,1,03,E002A,140,140,420
26012892903,1,02,E004B,150,150,450
26013411101,1,04,E001B,250,250,725.8
26015412801,1,03,E001B,400,400,1200
26015412801,1,04,E001B,400,400,1200
26015991101,1,04,E002B,36,36,104.51
26015991104,1,03,E002B,56,56,162.58
26017391601,1,05,E002B,300,300,870.96
26017391606,1,04,E004B,509,509,1477.74
26020981601,1,02,E005A,300,300,870.96
26020981606,1,04,E002B,50,50,145.16
26020981606,1,03,E003B,130,130,377.41
26021060605,1,03,E005B,1750,1750,5080.64
26021060605,1,03,E005A,750,750,2177.41
26021060605,1,02,E005B,1750,1750,5080.64
26021060605,1,02,E005A,750,750,2177.41
26021202404,1,03,E004A,260,260,754.83
26021202404,1,05,E003A,270,270,783.87
26021202404,1,04,E004A,260,260,754.83
26021442702,1,04,E003A,500,500,1451.61
26021442702,1,04,E003B,40,40,116.12
26022171401,1,02,E003B,72,72,216
26022171401,1,02,E003A,42,42,126
26022171402,1,04,E003B,70,70,210
26022460301,1,05,E005B,180,180,522.58
26022961504,1,04,E003B,18,18,54
26023502902,1,05,E004A,240,240,720
26023502902,1,05,E004B,35,35,105
26023502906,1,03,E002B,50,50,150
26024321106,1,05,E002B,200,200,580.64
26027921305,1,05,E002A,120,120,360
26027921306,1,03,E001B,500,500,1500
26028450906,1,04,E002A,50,50,160.71
26028450906,1,03,E002A,50,50,160.71
26029192002,1,02,E002B,80,80,240
26029823103,1,04,E002B,60,60,174.19
26029823103,1,05,E002B,60,60,174.19
26029823105,1,03,E005A,400,400,1161.29
26029823105,1,03,E005B,300,300,870.96
26029823106,2,03,E002A,200,200,580.64
26029823106,2,03,E002B,100,100,290.32
26030861705,1,02,E002B,60,60,174.19
26030861706,1,03,E005A,300,300,870.96
26030900404,1,03,E004A,200,200,580.64
26030900404,1,03,E004B,153,153,444.19
26031730806,1,04,E005B,700,700,2249.99
26031902601,1,04,E003A,405,405,1175.8
26031902602,1,03,E002B,462,462,1341.29
26031902602,1,03,E002A,738,738,2142.58
26031902602,1,04,E002A,738,738,2142.58
26031902602,1,04,E002B,462,462,1341.29
26031902606,1,04,E002A,410,410,1190.32
26031902606,1,04,E002B,290,290,841.93
26031902606,1,03,E003A,240,240,696.77
26031902606,1,03,E003B,160,160,464.51
26031950602,1,04,E003B,250,250,725.8
26032403201,1,03,E005B,400,400,1161.29
26032403204,1,04,E003B,500,500,1451.61
26032403204,1,03,E003A,500,500,1451.61
26032492601,1,03,E002A,200,200,580.64
26032492601,1,03,E002B,600,600,1741.93
26032492603,1,05,E002A,300,300,870.96
26032492603,1,03,E005A,500,500,1451.61
26032492603,1,04,E004B,100,100,290.32
26032492603,1,04,E004A,300,300,870.96
26032913302,1,03,E001B,200,200,580.64
26032913306,1,04,E003B,100,100,290.32
26032913306,1,03,E004B,100,100,290.32
26033691704,1,03,E002A,120,120,348.38
26033691704,1,04,E002A,120,120,348.38
26034803503,1,02,E002A,38,38,114
26034803503,1,03,E002B,53,53,159
26034803503,1,03,E002A,38,38,114
26034803503,1,02,E002B,53,53,159
26034803506,1,02,E004B,100,100,300
26035160704,1,05,E001B,15,15,48.21
26035160704,1,03,E002B,15,15,48.21
26035160704,1,03,E002A,120,120,385.71
26035160704,1,04,E001A,120,120,385.71
26035160704,1,04,E001B,15,15,48.21
26035160704,1,05,E001A,120,120,385.71
26035480301,1,03,E003B,400,400,1161.29
26037622703,1,08,E002B,150,150,435.48
26037622703,1,07,E002A,100,100,290.32
26037622703,1,07,E002B,150,150,435.48
26037622703,1,08,E002A,100,100,290.32
26037622705,1,04,E003A,90,90,261.29
26037622705,1,04,E003B,180,180,522.58
26037622706,1,08,E002A,180,180,522.58
26037622706,1,07,E004B,30,30,87.09
26037622706,1,07,E004A,500,500,1451.61
26037622706,1,08,E002B,650,650,1887.09
26039191302,1,05,E002B,120,120,360
26043863001,1,03,E003B,40,40,120
26043863001,1,04,E002B,77,77,231
26043863004,1,04,E004B,90,90,270
26043863004,1,04,E004A,240,240,720
26043922703,1,04,E002B,800,800,2322.58
26043922703,1,04,E002A,400,400,1161.29
26045100904,1,02,E004B,300,300,964.28
26045100904,1,02,E004A,298,298,957.85
26046531306,1,02,E004B,230,230,690
26046531306,1,02,E004A,2070,2070,6210
26046932805,1,05,E002A,240,240,720
26046932805,1,05,E002B,150,150,450
26046932805,1,04,E004A,180,180,540
26046932805,1,04,E004B,150,150,450
26047563203,1,04,E002B,20,20,58.06
26048040501,1,05,E004A,300,300,870.96
26048040503,1,05,E001A,100,100,290.32
26048040506,1,03,E002B,100,100,290.32
26048101904,1,05,E001B,900,900,2700
26048101904,1,05,E001A,600,600,1800
26048101904,1,04,E002B,400,400,1200
26048101904,1,03,E003B,420,420,1260
26048101904,1,03,E003A,1000,1000,3000
26048101904,1,04,E002A,600,600,1800
26049753506,1,04,E002A,105,105,315
26049753506,1,04,E002B,350,350,1050
26049842601,1,06,E003A,120,120,348.38
26049842601,1,06,E003B,280,280,812.9
26049842601,1,07,E002A,60,60,174.19
26049842601,1,07,E002B,240,240,696.77
26049842601,1,08,E002B,240,240,696.77
26049842601,1,08,E002A,60,60,174.19
26049842601,1,05,E003A,120,120,348.38
26049842601,1,05,E003B,280,280,812.9
26049842603,1,02,E005A,180,180,522.58
26049842603,1,02,E005B,220,220,638.7
26049842604,1,03,E002A,200,200,580.64
26049842604,1,03,E002B,800,800,2322.58
26049842606,1,04,E005A,400,400,1161.29
26049842606,1,04,E005B,800,800,2322.58
26049872506,1,03,E004A,300,300,870.96
26049872506,1,04,E004A,400,400,1161.29
26051210801,1,02,E004B,700,700,2249.99
26051210803,1,03,E004A,115,115,369.64
26051210803,1,03,E004B,570,570,1832.14
26051473401,1,02,E002A,65,65,195
26051473401,1,02,E002B,50,50,150
26051473401,1,03,E001A,70,70,210
26051473401,1,03,E001B,30,30,90
26051473402,1,04,E003B,150,150,450
26051780706,1,02,E004A,50,50,160.71
26051780706,1,02,E004B,100,100,321.42
26052371403,1,03,E002B,45,45,135
26052373201,1,04,E004A,90,90,261.29
26054141506,1,03,E002B,140,140,420
26054141506,1,03,E002A,60,60,180
26055990004,1,03,E003A,30,30,90
26056030402,1,04,E004A,140,140,406.45
26056030402,1,05,E003A,210,210,609.67
26058451701,1,03,E002B,80,80,232.25
26058451704,1,03,E002B,152,152,441.29
26058452601,1,03,E002A,100,100,290.32
26058452601,1,04,E002A,200,200,580.64
26058452601,1,04,E002B,50,50,145.16
26058452601,1,03,E002B,50,50,145.16
26058452603,1,03,E005A,650,650,1887.09
26058452603,1,04,E002B,50,50,145.16
26058452603,1,04,E002A,550,550,1596.77
26058452603,1,03,E005B,50,50,145.16
26058452604,1,03,E002A,300,300,870.96
26058452604,1,03,E002B,150,150,435.48
26058452606,1,05,E004A,400,400,1161.29
26058452606,1,06,E002A,395,395,1146.77
26058453105,1,03,E004B,50,50,145.16
26058453105,1,03,E004A,200,200,580.64
26060290105,1,03,E002B,50,50,145.16
26060290105,1,03,E002A,100,100,290.32
26060291601,1,04,E002A,40,40,116.12
26060291601,1,04,E002B,55,55,159.67
26060291601,1,03,E003B,55,55,159.67
26060291601,1,03,E003A,40,40,116.12
26060292501,1,03,E002A,400,400,1161.29
26060292501,1,04,E004B,100,100,290.32
26060292501,1,03,E002B,300,300,870.96
26060292501,1,04,E004A,200,200,580.64
26060292504,1,04,E002B,150,150,435.48
26060292504,1,02,E004A,200,200,580.64
26060292504,1,02,E004B,100,100,290.32
26060292504,1,03,E004A,200,200,580.64
26060292504,1,03,E004B,100,100,290.32
26060292504,1,04,E002A,250,250,725.8
26060293401,1,04,E001B,160,160,480
26064491203,1,04,E002B,50,50,145.16
26064492402,1,02,E002B,770,770,2235.48
26064492402,1,02,E002A,192,192,557.41
26066272504,1,03,E003B,70,70,203.22
26066272504,1,03,E003A,80,80,232.25
26066272504,1,04,E002A,80,80,232.25
26066272504,1,04,E002B,70,70,203.22
26066272505,1,04,E002A,77,77,223.54
26066272505,1,03,E002A,77,77,223.54
26066272505,1,03,E002B,152,152,441.29
26066272505,1,04,E002B,30,30,87.09
26066273501,1,07,E003A,300,300,900
26066273502,1,03,E001B,50,50,150
26066273505,1,03,E002B,100,100,300
26066273505,1,02,E002B,100,100,300
26066600504,1,03,E002A,50,50,145.16
26066600504,1,02,E005B,170,170,493.54
26066600504,1,02,E005A,150,150,435.48
26066600504,1,03,E002B,60,60,174.19
26066601401,1,03,E002A,300,300,900
26066601401,1,03,E002B,100,100,300
26066601402,1,05,E002B,150,150,450
26066601402,1,03,E002B,150,150,450
26066602803,1,03,E005B,100,100,300
26066602803,1,03,E005A,400,400,1200
26067563204,1,03,E005B,200,200,580.64
26067563204,1,05,E001B,100,100,290.32
26600633404,1,05,E003B,70,70,210
26600633404,1,06,E003B,70,70,210
26601000502,1,03,E002B,200,200,580.64
26602160006,1,05,E001B,135,135,405
26602162002,1,02,E004B,72,72,216
26602162002,1,02,E004A,120,120,360
26602162003,1,04,E004B,60,60,180
26602162902,1,04,E002B,200,200,600
26602162902,1,05,E002B,200,200,600
26602162902,1,03,E002B,400,400,1200
26602162904,1,06,E001B,1300,1300,3900
26602162905,1,03,E001B,1500,1500,4500
26602553305,1,03,E003B,150,150,435.48
26602553306,1,03,E005B,1000,1000,2903.22
26603340406,1,05,E001A,33,33,95.8
26603340406,1,03,E003A,80,80,232.25
26603340406,1,03,E003B,20,20,58.06
26603340406,1,04,E001A,33,33,95.8
26603342701,1,02,E005B,40,40,116.12
26603342701,1,02,E005A,80,80,232.25
26603342701,1,03,E002A,320,320,929.03
26603342701,1,03,E002B,40,40,116.12
26603342705,1,03,E001B,134,134,389.03
26603342705,1,03,E001A,10,10,29.03
26603342705,1,02,E002B,18,18,52.25
26603342705,1,02,E002A,175,175,508.06
26603343601,1,05,E003B,50,50,150
26603343601,1,06,E002B,30,30,90
26603343603,1,03,E002A,600,600,1800
26603343603,1,04,E002A,800,800,2400
26603590803,1,03,E004A,128,128,411.42
26603592204,1,04,E003B,85,85,246.77
26603592204,1,03,E004B,190,190,551.61
26603592204,1,03,E004A,44,44,127.74
26603592204,1,06,E002A,66,66,191.61
26603593104,1,04,E002B,50,50,145.16
26603593104,1,03,E004B,450,450,1306.45
26604370706,1,04,E001A,150,150,482.14
26604372604,1,05,E003A,100,100,290.32
26604372604,1,05,E003B,50,50,145.16
26604373506,1,05,E004B,200,200,600
26604511206,1,03,E002A,85,85,246.77
26604512104,1,04,E003B,5,5,15
26604512104,1,04,E003A,22,22,66
26604513002,1,05,E005B,550,550,1650
26604513002,1,06,E002A,225,225,675
26604513002,1,06,E002B,635,635,1905
26604513002,1,05,E005A,300,300,900
26604513003,1,03,E005B,600,600,1800
26604513003,1,04,E005A,240,240,720
26604513003,1,03,E005A,240,240,720
26604513003,1,04,E005B,600,600,1800
26604513006,1,03,E002B,280,280,840
26604513006,1,03,E002A,88,88,264
26604513006,1,04,E001B,137,137,411
26604513006,1,04,E001A,22,22,66
26607201002,1,03,E002B,47,47,136.45
26607202801,1,03,E002A,60,60,180
26607202806,1,04,E002A,23,23,69
26607202806,1,04,E002B,117,117,351
26607202806,1,05,E002B,80,80,240
26607203709,1,04,E003B,70,70,203.22
27000741401,1,05,E001A,150,150,450
27000741401,1,05,E001B,268,268,804
27001152901,1,02,E004A,448,448,1344
27001152901,1,02,E004B,63,63,189
27001152905,1,04,E001B,15,15,45
27001152906,1,05,E002B,35,35,105
27001990202,1,05,E004B,120,120,348.38
27002941801,1,03,E002B,100,100,290.32
27002941801,1,04,E002B,50,50,145.16
27002941804,1,03,E004B,300,300,870.96
27003872306,1,02,E005B,100,100,290.32
27003872306,1,02,E005A,276,276,801.29
27003872306,1,03,E004B,35,35,101.61
27003872306,1,03,E004A,152,152,441.29
27003900501,1,03,E001B,245,245,711.29
27004233206,1,01,E006B,50,50,145.16
27004233206,1,01,E006A,102,102,296.12
27004591303,1,02,E004A,83,83,249
27004591303,1,02,E004B,115,115,345
27004591305,1,06,E003B,35,35,105
27004591305,1,06,E003A,30,30,90
27005130806,1,02,E003A,65,65,208.92
27005130806,1,02,E003B,135,135,433.92
27005843304,1,01,E005B,50,50,145.16
27006952705,1,03,E002B,1200,1200,3483.87
27006952705,1,03,E002A,500,500,1451.61
27006952706,1,03,E002A,189,189,548.7
27006952706,1,03,E002B,275,275,798.38
27007252501,1,03,E005B,150,150,435.48
27007252501,1,03,E005A,450,450,1306.45
27007482802,1,02,E004B,300,300,900
27007482802,1,05,E002A,270,270,810
27007482802,1,04,E002A,135,135,405
27007482802,1,03,E003A,405,405,1215
27007482804,1,03,E005B,80,80,240
27007482805,1,02,E004B,33,33,99
27007502005,1,03,E001B,100,100,300
27007731902,2,01,E005A,200,200,600
27007731902,2,03,E001B,650,650,1950
27008090001,1,03,E003B,53,53,159
27008100901,1,02,E001B,195,195,626.78
27008100902,1,04,E004A,20,20,64.28
27008100903,1,03,E002B,150,150,482.14
27008100903,1,03,E002A,60,60,192.85
27008370703,1,04,E002A,90,90,289.28
27008370706,1,03,E004A,80,80,257.14
27008370706,1,03,E004B,186,186,597.85
27008630804,1,03,E001B,86,86,276.42
27008630804,1,02,E002B,32,32,102.85
27008632602,1,03,E002A,392,392,1138.06
27008632602,1,03,E002B,2108,2108,6119.99
27008632605,1,03,E004B,110,110,319.35
27008632605,1,04,E002A,240,240,696.77
27008632605,1,04,E002B,100,100,290.32
27008632605,1,03,E004A,240,240,696.77
27008632606,2,03,E001A,136,136,394.83
27008632606,2,03,E001B,1064,1064,3089.03
27008921902,1,03,E005B,140,140,420
27009270701,1,05,E004B,30,30,96.42
27009270701,1,05,E004A,270,270,867.85
27009270702,1,02,E004B,40,40,128.57
27009270702,1,02,E004A,150,150,482.14
27010172804,1,03,E005A,400,400,1200
27010172804,1,04,E004B,570,570,1710
27010172804,1,03,E005B,200,200,600
27010172804,1,05,E002A,250,250,750
27010172804,1,04,E004A,330,330,990
27010172804,1,05,E002B,950,950,2850
27010172805,1,03,E002B,450,450,1350
27010172805,1,03,E002A,250,250,750
27010800604,1,03,E004A,150,150,435.48
27010800604,1,02,E004B,130,130,377.41
27011131205,1,02,E003B,100,100,290.32
27011131205,1,02,E003A,75,75,217.74
27011590907,2,03,E003B,150,150,482.14
27011960403,1,05,E001B,100,100,290.32
27011960403,1,05,E001A,300,300,870.96
27011962703,1,03,E002A,800,800,2322.58
27011962706,1,01,E005A,200,200,580.64
27012360806,1,03,E002B,56,56,179.99
27012360806,1,04,E002B,56,56,179.99
27012361302,1,03,E002A,350,350,1050
27012363102,1,04,E001A,30,30,87.09
27012892604,1,03,E004B,300,300,870.96
27012892604,1,04,E002A,161,161,467.41
27012892604,1,04,E002B,390,390,1132.25
27013021602,1,05,E002B,50,50,145.16
27013022501,1,06,E002A,600,600,1741.93
27013022501,1,05,E002A,600,600,1741.93
27013022501,1,03,E003A,600,600,1741.93
27013022502,1,04,E002A,112,112,325.16
27013022502,1,04,E002B,188,188,545.8
27013022503,1,03,E002B,1460,1460,4238.7
27013022503,1,03,E002A,640,640,1858.06
27013022504,1,04,E004A,300,300,870.96
27013022506,1,04,E002B,566,566,1643.22
27013022506,1,05,E001A,40,40,116.12
27013022506,1,05,E001B,360,360,1045.16
27013022506,1,04,E002A,234,234,679.35
27013023404,1,03,E002B,12,12,36
27014111402,1,05,E004A,200,200,600
27014111402,1,04,E004A,200,200,600
27014240602,1,03,E002B,378,378,1097.41
27014240602,1,03,E002A,266,266,772.25
27014240606,1,02,E004B,12,12,34.83
27014240606,1,03,E002B,49,49,142.25
27014241501,1,03,E001B,35,35,105
27014243305,1,03,E002A,43,43,124.83
27014243305,1,03,E002B,155,155,449.99
27014501601,1,02,E002A,100,100,290.32
27014501605,1,03,E002A,60,60,174.19
27014501605,1,03,E002B,24,24,69.67
27014502501,1,03,E003A,350,350,1016.12
27014502501,1,03,E003B,150,150,435.48
27014502501,1,04,E002B,150,150,435.48
27014502501,1,04,E002A,250,250,725.8
27014502501,1,05,E002B,250,250,725.8
27014502501,1,05,E002A,250,250,725.8
27014502502,1,05,E003B,200,200,580.64
27014502502,1,05,E003A,200,200,580.64
27014502502,1,04,E003B,200,200,580.64
27014502502,1,04,E003A,200,200,580.64
27014502502,1,03,E004B,80,80,232.25
27014502502,1,03,E004A,320,320,929.03
27014502504,1,03,E004A,120,120,348.38
27014502504,1,03,E004B,180,180,522.58
27014502504,1,04,E004A,120,120,348.38
27014502504,1,04,E004B,180,180,522.58
27014502504,1,05,E001B,650,650,1887.09
27014502506,1,03,E002B,475,475,1379.03
27014502506,1,03,E002A,310,310,899.99
27014503503,1,03,E003B,17,17,51
27014912801,1,04,E003B,140,140,420
27014912801,1,04,E003A,456,456,1368
27015490604,1,03,E004B,160,160,464.51
27015490604,1,04,E003A,300,300,870.96
27015490604,1,04,E003B,100,100,290.32
