folioviv,foliohog,numren,mes_dia,clave,gasto,gasto_tri
05060990204,1,01,220119,B001A,10,128.57
05060990204,1,01,220119,B003B,12,154.28
05060990204,1,01,220119,B003A,0,0
05060990204,1,01,220119,B001B,6,77.14
07026532405,1,01,220823,B001A,40,514.28
07026532405,1,01,220826,B001A,40,514.28
07026532405,1,01,220825,B001A,40,514.28
07026532405,1,01,220824,B001A,40,514.28
08005721301,1,01,220503,B003B,14,179.99
08005721301,1,01,220502,B003B,14,179.99
08005721301,1,01,220504,B003B,14,179.99
08005721301,1,01,220505,B003B,14,179.99
08005721301,1,01,220506,B003B,14,179.99
08007582603,1,03,220913,B003B,14,179.99
08007582603,1,03,220912,B003B,14,179.99
08007582603,1,03,220910,B003B,14,179.99
08007582603,1,03,220909,B003B,14,179.99
08007582603,1,01,220915,B003B,14,179.99
08007582603,1,01,220912,B003B,14,179.99
08007582603,1,01,220909,B003B,14,179.99
08007582603,1,03,220914,B003B,14,179.99
08007582603,1,03,220915,B003B,14,179.99
08007582603,1,04,220909,B003B,14,179.99
08007582603,1,04,220910,B003B,14,179.99
08007582603,1,04,220912,B003B,14,179.99
08007582603,1,04,220913,B003B,14,179.99
08007582603,1,04,220914,B003B,14,179.99
08007582603,1,01,220914,B003B,14,179.99
08007582603,1,04,220915,B003B,14,179.99
08007582603,1,01,220913,B003B,14,179.99
08007582603,1,01,220910,B003B,14,179.99
08007582605,1,01,220914,B003B,14,179.99
08007582605,1,01,220913,B003B,14,179.99
08007582605,1,01,220912,B003B,14,179.99
08007582605,1,01,220909,B003B,14,179.99
08007582605,1,01,220915,B003B,14,179.99
08008840802,1,02,220314,B003B,7,89.99
08008840802,1,01,220314,B003B,7,89.99
08008840806,1,01,220317,B003B,7,89.99
08015021005,1,04,220405,B003B,14,179.99
08015021005,1,04,220404,B003B,14,179.99
08015021005,1,03,220408,B003B,14,179.99
08015021005,1,03,220407,B003B,14,179.99
08015021005,1,03,220406,B003B,14,179.99
08015021005,1,03,220405,B003B,14,179.99
08015021005,1,03,220404,B003B,14,179.99
08015021005,1,02,220408,B003B,14,179.99
08015021005,1,02,220407,B003B,14,179.99
08015021005,1,02,220406,B003B,14,179.99
08015021005,1,02,220405,B003B,14,179.99
08015021005,1,02,220404,B003B,14,179.99
08015021005,1,04,220408,B003B,14,179.99
08015021005,1,04,220407,B003B,14,179.99
08015021005,1,04,220406,B003B,14,179.99
08018542801,1,02,221003,B003B,14,179.99
08018542801,1,02,221004,B003B,14,179.99
08018542801,1,02,221005,B003B,14,179.99
08018542801,1,02,220929,B003B,14,179.99
08018542801,1,02,220930,B003B,14,179.99
08043280404,1,01,220204,B001B,16,205.71
08043280404,1,01,220207,B001B,32,411.42
08043280404,1,01,220208,B001B,16,205.71
08043280404,1,02,220204,B001B,16,205.71
08043280404,1,02,220205,B001B,16,205.71
08043280404,1,02,220207,B001B,16,205.71
09000063703,1,03,221229,B001A,10,128.57
09000063703,1,03,221228,B001A,10,128.57
09000063703,1,03,230103,B001A,10,128.57
09000063703,1,03,221230,B001A,10,128.57
09000063703,1,03,230102,B001A,10,128.57
09000063704,1,02,230103,B001A,10,128.57
09001262301,1,01,220815,B001A,10,128.57
09001262301,1,01,220814,B001A,10,128.57
09001262301,1,01,220811,B001A,10,128.57
09001262301,1,01,220810,B001A,10,128.57
09001262301,1,01,220816,B001A,10,128.57
09001262304,1,01,220813,B001A,10,128.57
09001262304,1,01,220810,B001A,10,128.57
09001262304,1,01,220813,B003B,12,154.28
09001262304,1,01,220812,B003B,12,154.28
09001262304,1,01,220812,B001A,10,128.57
09001262304,1,01,220811,B003B,18,231.42
09001262304,1,01,220811,B001A,10,128.57
09001262304,1,01,220810,B003B,12,154.28
09001262304,1,01,220815,B001A,10,128.57
09001262304,1,01,220815,B003B,18,231.42
09001262304,1,01,220816,B001A,10,128.57
09001262304,1,01,220816,B003B,12,154.28
09001262304,1,02,220811,B001A,10,128.57
09001262304,1,02,220811,B003B,12,154.28
09002161406,1,01,220516,B001A,10,128.57
09002161406,1,03,220516,B001A,10,128.57
09002161406,1,03,220513,B001A,10,128.57
09002161406,1,03,220512,B001A,10,128.57
09002161406,1,01,220512,B001A,10,128.57
09002161406,1,01,220513,B001A,10,128.57
09002161406,1,03,220517,B001A,10,128.57
09002161406,1,01,220517,B001A,10,128.57
09002161406,1,01,220518,B001A,10,128.57
09002603201,1,01,221108,B001A,10,128.57
09004562401,1,05,220823,B001C,18,231.42
09004562401,1,05,220823,B001A,10,128.57
09004562401,1,05,220824,B001C,18,231.42
09004562401,1,05,220825,B001A,10,128.57
09004562401,1,05,220825,B001C,18,231.42
09004562401,1,05,220826,B001A,10,128.57
09004562401,1,05,220826,B001C,18,231.42
09004562401,1,05,220824,B001A,10,128.57
09004562401,1,05,220822,B001C,18,231.42
09004562401,1,05,220822,B001A,10,128.57
09004562401,1,05,220820,B001C,18,231.42
09004562401,1,05,220820,B001A,10,128.57
09004562405,1,03,220826,B001A,10,128.57
09004562405,1,03,220825,B001A,10,128.57
09004562405,1,03,220824,B001A,10,128.57
09004562405,1,03,220823,B001A,10,128.57
09004562405,1,03,220822,B001A,10,128.57
09005322705,1,01,220920,B001A,10,128.57
09005322705,1,01,220921,B001A,10,128.57
09005322705,1,01,220923,B003B,12,154.28
09005322705,1,01,220922,B003B,12,154.28
09005322705,1,01,220923,B001A,10,128.57
09005322705,1,01,220922,B001A,10,128.57
09007451205,1,02,220428,B001A,10,128.57
09007451205,1,02,220427,B001A,10,128.57
09007451205,1,02,220426,B001A,10,128.57
09007451205,1,02,220425,B001A,10,128.57
09007451205,1,02,220423,B001A,10,128.57
09007451205,1,02,220422,B001A,10,128.57
09007451206,1,02,220427,B001A,10,128.57
09007451206,1,02,220428,B001A,10,128.57
09007451206,1,02,220426,B001A,10,128.57
09007451206,1,02,220425,B001A,10,128.57
09007451206,1,02,220422,B001A,10,128.57
09007563206,1,01,221108,B001A,10,128.57
09007740503,1,01,220213,B001A,5,64.28
09007740505,1,01,220218,B001A,10,128.57
09007740505,1,02,220214,B001A,10,128.57
09007740505,1,02,220215,B001A,10,128.57
09007740505,1,02,220216,B001A,10,128.57
09007740505,1,02,220217,B001A,10,128.57
09007740505,1,02,220218,B001A,10,128.57
09007740505,1,01,220214,B001A,10,128.57
09007740505,1,01,220215,B001A,10,128.57
09007740505,1,01,220216,B001A,10,128.57
09007740505,1,01,220217,B001A,10,128.57
09007740506,1,01,220212,B001A,10,128.57
09007961801,1,06,220627,B003B,24,308.57
09007961801,1,01,220621,B003B,24,308.57
09007961801,1,06,220621,B003B,24,308.57
09007961801,1,06,220622,B003B,24,308.57
09007961801,1,06,220623,B003B,24,308.57
09007961801,1,06,220624,B003B,24,308.57
09007961801,1,06,220625,B003B,24,308.57
09008960401,1,01,220202,B001A,10,128.57
09008960401,1,01,220208,B001A,10,128.57
09008960401,1,01,220204,B001A,10,128.57
09008960401,1,01,220203,B001A,10,128.57
09008960401,1,01,220205,B001A,10,128.57
09008960402,1,02,220204,B001A,10,128.57
09008960402,1,02,220203,B001A,10,128.57
09008960402,1,02,220202,B001A,10,128.57
09008960402,1,02,220208,B001A,10,128.57
09008960404,1,05,220208,B001A,10,128.57
09008960404,1,05,220204,B001A,10,128.57
09008960404,1,05,220203,B001A,10,128.57
09008960404,1,05,220202,B001A,10,128.57
09008960404,1,03,220208,B001A,10,128.57
09008960404,1,03,220204,B001A,10,128.57
09008960404,1,03,220202,B001A,10,128.57
09013911301,1,01,220504,B001A,10,128.57
09013911301,1,01,220503,B001A,10,128.57
09013911301,1,01,220502,B001A,10,128.57
09013911301,1,02,220506,B001A,10,128.57
09013911301,1,02,220503,B001A,10,128.57
09013911301,1,02,220505,B001A,10,128.57
09013911301,1,01,220505,B001A,10,128.57
09013911301,1,02,220502,B001A,10,128.57
09013911301,1,02,220504,B001A,10,128.57
09013911303,1,01,220503,B001A,10,128.57
09013911304,1,03,220508,B001A,10,128.57
09013911304,1,01,220502,B001A,10,128.57
09013911304,1,01,220503,B001A,10,128.57
09013911304,1,01,220506,B001A,10,128.57
09013911304,1,01,220508,B001A,10,128.57
09013911304,1,02,220502,B001A,10,128.57
09013911304,1,02,220503,B001A,10,128.57
09013911304,1,03,220504,B001A,10,128.57
09013911304,1,03,220507,B001A,10,128.57
09013911304,1,03,220505,B001A,10,128.57
09013911305,1,01,220505,B001A,10,128.57
09013911305,1,01,220506,B001A,10,128.57
09013911305,1,01,220506,B003B,12,154.28
09013911305,1,01,220505,B003B,12,154.28
09013981703,1,02,220613,B003B,12,154.28
09013981703,1,03,220616,B001A,10,128.57
09013981703,1,03,220615,B001A,10,128.57
09013981703,1,03,220614,B001A,10,128.57
09013981703,1,03,220613,B001A,10,128.57
09013981703,1,02,220617,B003B,12,154.28
09013981703,1,02,220616,B003B,12,154.28
09013981703,1,02,220615,B003B,12,154.28
09013981703,1,02,220614,B003B,12,154.28
09013981703,1,02,220611,B003B,12,154.28
09013981706,1,01,220615,B003B,12,154.28
09013981706,1,01,220617,B003B,12,154.28
09013981706,1,01,220616,B003B,12,154.28
09013981706,1,01,220614,B003B,12,154.28
09013981706,1,01,220613,B003B,12,154.28
09013981706,1,01,220611,B003B,12,154.28
09014523602,1,02,221223,B003A,8,102.85
09014523602,1,02,221219,B003A,8,102.85
09014523602,1,02,221222,B003A,8,102.85
09014523602,1,01,221219,B003B,12,154.28
09014523602,1,02,221220,B003A,8,102.85
09016183303,1,01,221118,B003B,12,154.28
09016183303,1,01,221124,B003B,12,154.28
09016840801,1,01,220316,B001A,10,128.57
09016840801,1,01,220316,B003B,12,154.28
09016840801,1,01,220313,B001A,5,64.28
09016840801,1,01,220314,B001A,10,128.57
09016840801,1,01,220315,B003B,12,154.28
09016840801,1,01,220315,B001A,10,128.57
09016840801,1,01,220314,B003B,12,154.28
09016840804,1,01,220314,B001A,10,128.57
09016840804,1,01,220315,B001A,10,128.57
09016840804,1,01,220316,B001A,10,128.57
09016840804,1,01,220317,B001A,10,128.57
09016840804,1,01,220318,B001A,10,128.57
09016840804,1,01,220319,B001A,10,128.57
09016840804,1,01,220319,B003B,12,154.28
09016840805,1,03,220318,B001A,10,128.57
09016840805,1,03,220317,B001A,10,128.57
09016840805,1,03,220319,B001A,10,128.57
09016840805,1,03,220316,B001A,10,128.57
09016840805,1,03,220315,B001A,10,128.57
09016840805,1,03,220313,B001A,10,128.57
09016840805,1,03,220314,B001A,10,128.57
09017910205,1,02,220116,B003B,12,154.28
09017910205,1,03,220116,B003B,12,154.28
09019850701,1,01,220305,B001A,20,257.14
09019850701,1,02,220305,B001A,20,257.14
09019850701,1,02,220303,B001A,10,128.57
09019850701,1,01,220303,B001A,10,128.57
09019850703,1,01,220304,B001A,10,128.57
09019850703,1,01,220308,B001A,10,128.57
09019850703,1,01,220307,B001A,10,128.57
09019850703,1,01,220306,B001A,10,128.57
09019850703,1,01,220305,B001A,10,128.57
09019850705,1,01,220305,B001A,10,128.57
09019850705,1,02,220308,B001A,10,128.57
09019850705,1,02,220307,B001A,10,128.57
09019850705,1,02,220306,B001A,10,128.57
09019850705,1,02,220305,B001A,10,128.57
09019850705,1,02,220304,B001A,10,128.57
09019850705,1,01,220308,B001A,10,128.57
09019850705,1,01,220304,B001A,10,128.57
09019850705,1,01,220306,B001A,10,128.57
09019850705,1,01,220307,B001A,10,128.57
09020683002,1,03,221023,B001A,10,128.57
09020683002,1,04,221022,B001B,6,77.14
09020683002,1,04,221019,B001B,6,77.14
09020683002,1,03,221021,B003B,18,231.42
09020683002,1,04,221023,B001A,10,128.57
09020683002,1,04,221025,B001B,6,77.14
09020683003,1,04,221023,B001A,10,128.57
09020702905,1,01,221013,B003B,12,154.28
09020702905,1,01,221012,B003B,12,154.28
09020702905,1,01,221011,B003B,12,154.28
09020702905,1,01,221010,B003B,12,154.28
09020702905,1,01,221014,B003B,12,154.28
09021712305,1,01,220811,B003B,12,154.28
09021712305,1,01,220812,B003B,12,154.28
09021712305,1,02,220811,B003B,12,154.28
09021712305,1,02,220812,B003B,12,154.28
09021712305,1,02,220813,B003B,12,154.28
09021712305,1,02,220815,B003B,24,308.57
09021712305,1,02,220816,B003B,24,308.57
09021861001,1,02,220408,B001A,6,77.14
09021861001,1,02,220405,B001A,6,77.14
09021861001,1,02,220406,B001A,6,77.14
09021861001,1,02,220407,B001A,6,77.14
09021861001,1,02,220404,B001A,6,77.14
09021861002,1,03,220408,B003B,12,154.28
09021861002,1,03,220408,B001A,10,128.57
09021861002,1,03,220407,B003B,12,154.28
09021861002,1,03,220407,B001A,10,128.57
09021861002,1,03,220406,B003B,12,154.28
09021861002,1,07,220404,B003B,6,77.14
09021861002,1,07,220405,B003B,6,77.14
09021861002,1,07,220406,B003B,6,77.14
09021861002,1,07,220407,B003B,6,77.14
09021861002,1,07,220408,B003B,6,77.14
09021861002,1,03,220402,B001A,10,128.57
09021861002,1,03,220402,B003B,6,77.14
09021861002,1,03,220404,B001A,10,128.57
09021861002,1,03,220404,B003B,12,154.28
09021861002,1,03,220405,B001A,10,128.57
09021861002,1,03,220405,B003B,12,154.28
09021861002,1,03,220406,B001A,10,128.57
09021861003,1,01,220405,B003B,6,77.14
09021861003,1,01,220404,B003B,12,154.28
09021861003,1,01,220408,B003B,12,154.28
09021861003,1,01,220407,B003B,12,154.28
09021861003,1,01,220406,B003B,12,154.28
09021861003,1,01,220405,B001B,3,38.57
09021861004,1,01,220405,B003B,12,154.28
09022520605,1,02,220225,B001A,10,128.57
09022520605,1,02,220223,B001A,10,128.57
09022520605,1,02,220228,B001A,10,128.57
09025183102,1,01,221104,B001A,10,128.57
09025183102,1,01,221103,B001A,10,128.57
09025183102,1,01,221030,B001A,10,128.57
09025183102,1,01,221029,B001A,10,128.57
09025183105,1,01,221029,B001A,10,128.57
09025950002,1,01,211230,B003B,12,154.28
09025950002,1,01,211229,B003B,12,154.28
09025950002,1,01,211228,B003B,12,154.28
09025950002,1,01,211227,B003B,12,154.28
09026410103,1,04,220103,B001A,10,128.57
09026410103,1,04,220104,B001A,10,128.57
09026410103,1,04,220105,B001A,10,128.57
09026410103,1,04,220106,B001A,10,128.57
09026410103,1,04,220107,B001A,10,128.57
09026410104,1,01,220103,B001A,10,128.57
09026410104,1,01,220104,B001A,10,128.57
09028092104,1,02,220721,B001A,10,128.57
09028092104,1,02,220727,B001A,10,128.57
09028092104,1,02,220726,B001A,10,128.57
09028092104,1,02,220725,B001A,10,128.57
09028092104,1,02,220724,B001A,5,64.28
09028092104,1,02,220722,B001A,5,64.28
09028411401,1,02,220512,B001A,10,128.57
09028411401,1,02,220512,B003C,12,154.28
09028411401,1,02,220513,B001A,10,128.57
09028411401,1,02,220513,B003C,12,154.28
09028411401,1,02,220514,B001A,10,128.57
09028411401,1,02,220514,B003C,12,154.28
09028411401,1,02,220515,B001A,5,64.28
09028411401,1,02,220517,B003C,12,154.28
09028411401,1,02,220517,B001A,10,128.57
09028411401,1,02,220516,B003C,12,154.28
09028411401,1,02,220516,B001A,10,128.57
09028411401,1,02,220515,B003C,12,154.28
09028411403,1,01,220512,B003C,12,154.28
09032940301,1,01,220128,B003B,12,154.28
09032940301,1,01,220127,B003A,8,102.85
09032940301,1,01,220126,B003A,8,102.85
09032940301,1,01,220125,B003A,8,102.85
09032940301,1,01,220125,B001A,5,64.28
09032940303,1,02,220128,B003B,6,77.14
09034302001,1,01,220715,B001A,10,128.57
09034302001,1,01,220714,B001A,10,128.57
09034302001,1,01,220713,B001A,10,128.57
09034302001,1,01,220712,B001A,10,128.57
09034302001,1,01,220711,B001A,10,128.57
09034302001,1,02,220712,B001A,10,128.57
09034302004,1,01,220716,B003B,12,154.28
09034302004,1,01,220717,B003B,12,154.28
09034302004,1,02,220711,B001A,10,128.57
09034302004,1,02,220712,B001A,10,128.57
09034302004,1,02,220713,B001A,10,128.57
09034302004,1,02,220714,B001A,10,128.57
09034302004,1,02,220715,B001A,10,128.57
09034302004,1,02,220716,B001A,10,128.57
09034302004,1,02,220717,B003B,12,154.28
09034302004,1,01,220711,B003B,12,154.28
09034302004,1,01,220712,B003B,12,154.28
09034302004,1,01,220713,B003B,12,154.28
09034302004,1,01,220714,B003B,12,154.28
09034302004,1,01,220715,B003B,12,154.28
09034432703,1,02,220919,B003B,12,154.28
09034432703,1,02,220920,B003B,12,154.28
09034432703,1,02,220923,B003B,12,154.28
09034432703,1,02,220922,B003B,12,154.28
09034432703,1,02,220921,B003B,12,154.28
09035333501,1,01,221208,B003B,6,77.14
09035333501,1,02,221214,B003B,24,308.57
09035333501,1,02,221208,B003B,12,154.28
09035333501,1,02,221210,B003B,12,154.28
09035333501,1,02,221211,B003B,12,154.28
09035333501,1,02,221212,B003B,12,154.28
09035333501,1,02,221213,B003B,24,308.57
09035333501,1,02,221208,B001A,10,128.57
09035333504,1,01,221210,B001A,10,128.57
09035333504,1,01,221214,B001A,10,128.57
09035333504,1,01,221213,B001A,10,128.57
09035333504,1,01,221212,B001A,10,128.57
09035333504,1,01,221211,B001A,10,128.57
09035333504,1,01,221209,B001A,10,128.57
09035333504,1,01,221208,B001A,10,128.57
09035333505,1,03,221208,B001A,10,128.57
09035333505,1,02,221214,B003B,12,154.28
09035333505,1,02,221214,B001A,10,128.57
09035333505,1,02,221213,B003B,12,154.28
09035333505,1,02,221213,B001A,10,128.57
09035333505,1,02,221211,B001A,10,128.57
09035333505,1,02,221210,B003B,12,154.28
09035333505,1,02,221210,B001A,10,128.57
09035333505,1,02,221209,B003B,12,154.28
09035333505,1,02,221209,B001A,10,128.57
09035333505,1,02,221208,B003B,12,154.28
09035333505,1,02,221208,B001A,10,128.57
09035333505,1,02,221211,B003B,12,154.28
09035333506,1,02,221211,B001A,10,128.57
09035333506,1,03,221211,B001A,10,128.57
09035333506,1,04,221211,B001A,10,128.57
09035333506,1,01,221211,B001A,10,128.57
09035912406,1,05,220822,B001A,10,128.57
09035912406,1,05,220823,B001A,10,128.57
09035912406,1,05,220824,B001A,10,128.57
09035912406,1,03,220825,B001A,10,128.57
09035912406,1,03,220824,B001A,10,128.57
09035912406,1,05,220825,B001A,10,128.57
09035912406,1,01,220823,B001A,10,128.57
09035912406,1,03,220822,B001A,10,128.57
09036893401,1,04,221202,B001A,5,64.28
09036893401,1,04,221201,B001A,5,64.28
09036893401,1,04,221130,B001A,5,64.28
09036893401,1,04,221129,B001A,5,64.28
09036893401,1,04,221128,B001A,5,64.28
09036893403,1,01,221129,B003B,4,51.42
09036893404,1,02,221203,B001A,10,128.57
09036893404,1,02,221202,B001A,10,128.57
09036893404,1,02,221201,B001A,10,128.57
09036893404,1,02,221130,B001A,10,128.57
09036893404,1,02,221129,B001A,10,128.57
09036893404,1,02,221128,B001A,10,128.57
09036893405,1,01,221128,B003B,20,257.14
09036893405,1,01,221202,B003B,20,257.14
09036893405,1,01,221130,B003B,20,257.14
09036893406,1,03,221204,B001A,10,128.57
09036893406,1,03,221202,B001A,10,128.57
09036893406,1,03,221201,B001A,10,128.57
09036893406,1,03,221130,B001A,10,128.57
09036893406,1,03,221129,B001A,10,128.57
09036893406,1,03,221203,B001A,10,128.57
09036910503,1,01,220212,B003A,8,102.85
09036910503,1,01,220212,B001A,5,64.28
09036910506,1,02,220213,B001A,10,128.57
09036910506,1,02,220217,B001A,10,128.57
09036910506,1,01,220213,B001A,10,128.57
09037032203,1,01,220801,B001B,10,128.57
09037032203,1,01,220802,B001B,10,128.57
09037032203,1,02,220806,B001B,10,128.57
09037032203,1,02,220805,B001B,10,128.57
09037032203,1,02,220804,B001B,10,128.57
09037032203,1,02,220803,B001B,10,128.57
09037032203,1,02,220802,B001B,10,128.57
09037032203,1,01,220803,B001B,10,128.57
09037032203,1,01,220804,B001B,10,128.57
09037032203,1,01,220805,B001B,10,128.57
09037032203,1,01,220806,B001B,10,128.57
09037032203,1,02,220801,B001B,10,128.57
09037032204,1,01,220805,B003B,12,154.28
09037032204,1,01,220804,B003B,12,154.28
09037032204,1,01,220803,B003B,12,154.28
09037032204,1,01,220801,B003B,12,154.28
09037032204,1,01,220731,B003B,12,154.28
09037032204,1,01,220806,B003B,12,154.28
09037581101,1,02,220412,B001A,10,128.57
09037581101,1,02,220413,B001A,10,128.57
09037581101,1,02,220414,B001A,10,128.57
09037581101,1,02,220418,B001A,10,128.57
09037581101,1,02,220418,B003B,12,154.28
09037581102,1,01,220412,B001A,10,128.57
09037581102,1,01,220413,B001A,10,128.57
09037581102,1,01,220412,B003B,12,154.28
09037581102,1,01,220413,B003B,12,154.28
09037581102,1,01,220415,B003B,12,154.28
09037581102,1,01,220418,B001A,10,128.57
09037581102,1,01,220418,B003B,12,154.28
09037581102,1,01,220415,B001A,10,128.57
09037581102,1,01,220414,B003B,12,154.28
09037581102,1,01,220414,B001A,10,128.57
09037581104,1,03,220418,B003B,12,154.28
09037581104,1,03,220418,B001A,10,128.57
09037581104,1,03,220413,B003B,12,154.28
09037581104,1,03,220413,B001A,10,128.57
09037581104,1,03,220412,B003B,12,154.28
09037581104,1,03,220412,B001A,10,128.57
09039571803,1,01,220626,B003B,12,154.28
09039571806,1,01,220621,B003B,12,154.28
09039571806,1,01,220622,B003B,12,154.28
09039571806,1,01,220623,B003B,12,154.28
09039571806,1,01,220624,B003B,12,154.28
09039571806,1,01,220627,B003B,12,154.28
09039722502,1,01,220831,B003B,12,154.28
09039722502,1,01,220901,B003B,12,154.28
09039722502,1,01,220902,B003B,12,154.28
09039722502,1,01,220905,B003B,12,154.28
09039722502,1,01,220830,B003B,12,154.28
09039722505,1,03,220905,B001A,10,128.57
09039722505,1,03,220905,B003B,12,154.28
09039722505,1,03,220901,B003B,12,154.28
09039722505,1,03,220902,B001A,10,128.57
09039722505,1,03,220902,B003B,12,154.28
09039722505,1,03,220903,B001A,10,128.57
09039722505,1,03,220903,B003B,12,154.28
09039722505,1,01,220830,B001A,10,128.57
09039722505,1,01,220830,B003B,12,154.28
09039722505,1,01,220831,B001A,10,128.57
09039722505,1,01,220831,B003B,12,154.28
09039722505,1,01,220901,B001A,10,128.57
09039722505,1,01,220901,B003B,12,154.28
09039722505,1,01,220902,B001A,10,128.57
09039722505,1,01,220902,B003B,12,154.28
09039722505,1,01,220903,B001A,10,128.57
09039722505,1,01,220903,B003B,12,154.28
09039722505,1,01,220905,B001A,10,128.57
09039722505,1,01,220905,B003B,12,154.28
09039722505,1,03,220830,B001A,10,128.57
09039722505,1,03,220830,B003B,12,154.28
09039722505,1,03,220831,B001A,10,128.57
09039722505,1,03,220831,B003B,12,154.28
09039722505,1,03,220901,B001A,10,128.57
09040831303,1,03,220504,B003B,6,77.14
09040831303,1,03,220503,B003B,6,77.14
09040831303,1,03,220502,B003B,6,77.14
09040831303,1,03,220506,B003B,6,77.14
09040831303,1,03,220505,B003B,6,77.14
09040831305,1,01,220504,B003B,12,154.28
09040831305,1,01,220505,B001A,10,128.57
09040831305,1,01,220505,B003B,12,154.28
09040831305,1,01,220506,B001A,10,128.57
09040831305,1,01,220506,B003B,12,154.28
09040831305,1,01,220507,B001A,10,128.57
09040831305,1,01,220507,B003B,12,154.28
09040831305,1,02,220502,B001A,10,128.57
09040831305,1,02,220504,B003B,6,77.14
09040831305,1,01,220503,B003B,12,154.28
09040831305,1,01,220503,B001A,10,128.57
09040831305,1,01,220502,B001A,10,128.57
09040831305,1,01,220502,B003B,12,154.28
09040831305,1,01,220504,B001A,10,128.57
09043473601,1,02,221220,B003B,12,154.28
09043473601,1,02,221221,B003B,12,154.28
09043473601,1,02,221222,B003B,12,154.28
09043473601,1,02,221223,B003B,12,154.28
09043473601,1,03,221219,B001A,10,128.57
09043473601,1,03,221220,B001A,10,128.57
09043473601,1,03,221221,B001A,10,128.57
09043473601,1,03,221222,B001A,10,128.57
09043473601,1,03,221223,B001A,10,128.57
09043473601,1,02,221219,B003B,12,154.28
09043473604,1,02,221220,B003B,12,154.28
09043473604,1,02,221219,B003B,12,154.28
09043473604,1,02,221222,B003B,12,154.28
09043473604,1,02,221223,B003B,12,154.28
09043473606,1,03,221222,B001A,10,128.57
09043473606,1,03,221223,B001A,10,128.57
09043473606,1,03,221221,B001A,10,128.57
09043473606,1,03,221220,B001A,10,128.57
09043473606,1,03,221219,B001A,10,128.57
09043520601,1,04,220223,B001A,10,128.57
09043520601,1,04,220223,B003B,12,154.28
09043520601,1,04,220224,B001A,10,128.57
09043520601,1,04,220224,B003B,12,154.28
09043520601,1,04,220225,B001A,10,128.57
09043520601,1,04,220225,B003B,12,154.28
09043520601,1,04,220228,B001A,10,128.57
09043520601,1,04,220228,B003B,12,154.28
09043520601,1,02,220222,B001A,10,128.57
09043520601,1,02,220222,B003B,12,154.28
09043520601,1,02,220223,B001A,10,128.57
09043520601,1,02,220223,B003B,12,154.28
09043520601,1,02,220224,B001A,10,128.57
09043520601,1,02,220224,B003B,12,154.28
09043520601,1,02,220225,B001A,10,128.57
09043520601,1,02,220225,B003B,12,154.28
09043520601,1,02,220228,B001A,10,128.57
09043520601,1,02,220228,B003B,12,154.28
09043520601,1,04,220222,B001A,10,128.57
09043520601,1,04,220222,B003B,12,154.28
09043520602,1,02,220222,B003B,9,115.71
09043520602,1,07,220228,B003B,9,115.71
09043520602,1,07,220225,B003B,9,115.71
09043520602,1,07,220224,B003B,9,115.71
09043520602,1,07,220223,B003B,9,115.71
09043520602,1,07,220222,B003B,9,115.71
09043520602,1,03,220224,B003B,9,115.71
09043520602,1,02,220223,B003B,9,115.71
09043520602,1,02,220224,B003B,9,115.71
09043520602,1,02,220225,B003B,9,115.71
09043520602,1,02,220228,B003B,9,115.71
09043520603,1,01,220222,B001A,10,128.57
09043520603,1,01,220223,B001A,10,128.57
09043520603,1,01,220224,B001A,10,128.57
09043520603,1,01,220225,B001A,10,128.57
09043520603,1,01,220228,B001A,10,128.57
09043520604,1,02,220228,B001A,10,128.57
09043520604,1,02,220225,B001A,10,128.57
09043520604,1,02,220224,B001A,10,128.57
09043520604,1,02,220223,B001A,10,128.57
09043520604,1,02,220222,B001A,10,128.57
09043520604,1,01,220228,B001A,10,128.57
09043520604,1,01,220225,B001A,10,128.57
09043520604,1,01,220224,B001A,10,128.57
09043520604,1,01,220222,B001A,10,128.57
09043520604,1,01,220223,B001A,10,128.57
09043520604,1,03,220228,B003B,12,154.28
09043520604,1,03,220222,B001A,10,128.57
09043520604,1,03,220222,B003B,12,154.28
09043520604,1,03,220223,B001A,10,128.57
09043520604,1,03,220223,B003B,12,154.28
09043520604,1,03,220224,B001A,10,128.57
09043520604,1,03,220224,B003B,12,154.28
09043520604,1,03,220225,B001A,10,128.57
09043520604,1,03,220225,B003B,12,154.28
09043520604,1,03,220228,B001A,10,128.57
09043520606,1,01,220225,B003B,21,269.99
09043520606,1,01,220227,B003B,21,269.99
09045592601,1,01,220913,B001A,10,128.57
09045592601,1,01,220913,B003B,12,154.28
09045592603,1,03,220909,B003B,12,154.28
09045592603,1,03,220910,B003B,12,154.28
09045592605,1,03,220910,B003B,12,154.28
09045592605,1,03,220912,B001A,10,128.57
09045592605,1,03,220912,B003B,12,154.28
09045592605,1,03,220913,B001A,10,128.57
09045592605,1,03,220913,B003B,12,154.28
09045592605,1,03,220914,B001A,10,128.57
09045592605,1,03,220914,B003B,12,154.28
09045592605,1,03,220915,B001A,10,128.57
09045592605,1,03,220915,B003B,12,154.28
09045592605,1,04,220909,B001A,10,128.57
09045592605,1,04,220909,B003B,12,154.28
09045592605,1,04,220910,B001A,10,128.57
09045592605,1,04,220910,B003B,12,154.28
09045592605,1,04,220912,B001A,10,128.57
09045592605,1,04,220912,B003B,12,154.28
09045592605,1,04,220913,B001A,10,128.57
09045592605,1,04,220913,B003B,12,154.28
09045592605,1,04,220914,B001A,10,128.57
