folioviv,foliohog,numren,mes_dia,clave,gasto,gasto_tri
09066883203,1,05,221108,B001A,5,64.28
09066883203,1,05,221109,B001A,5,64.28
09066883203,1,05,221110,B001A,5,64.28
09066883203,1,05,221111,B001A,5,64.28
09066883203,1,04,221114,B001A,5,64.28
09066883203,1,04,221109,B001A,5,64.28
09066883203,1,04,221110,B001A,5,64.28
09066883203,1,04,221111,B001A,5,64.28
09066883203,1,05,221114,B001A,5,64.28
09066883203,1,04,221108,B001A,5,64.28
09070232306,1,04,220812,B001A,10,128.57
09070232306,1,04,220811,B001A,10,128.57
09070232306,1,04,220810,B001A,10,128.57
09070232306,1,04,220813,B001A,10,128.57
09070232306,1,04,220815,B001A,10,128.57
09070232306,1,04,220816,B001A,10,128.57
09070560201,1,01,220119,B001A,10,128.57
09070560201,1,01,220118,B001A,10,128.57
09070560204,1,02,220113,B001A,10,128.57
09070560204,1,02,220118,B001A,10,128.57
09070560204,1,02,220119,B001A,10,128.57
09070560205,1,02,220119,B001A,10,128.57
09070560205,1,02,220115,B001A,10,128.57
09070560205,1,02,220114,B001A,10,128.57
09070560205,1,02,220113,B001A,10,128.57
09070560205,1,01,220119,B001A,10,128.57
09070560205,1,01,220115,B001A,10,128.57
09070560205,1,01,220113,B001A,10,128.57
09070560205,1,01,220114,B001A,10,128.57
09070560206,1,02,220114,B001A,10,128.57
09070560206,1,01,220119,B001A,10,128.57
09070560206,1,01,220117,B001A,10,128.57
09070560206,1,02,220117,B001A,10,128.57
09072103301,1,03,221123,B001A,10,128.57
09072103301,1,03,221119,B001A,10,128.57
09072103301,1,03,221120,B001A,10,128.57
09072103301,1,03,221121,B001A,10,128.57
09072103301,1,03,221122,B001A,10,128.57
09072103301,1,03,221118,B001A,10,128.57
09072103302,1,03,221124,B003B,6,77.14
09072103302,1,03,221124,B001A,5,64.28
09072103302,1,03,221123,B003B,6,77.14
09072103302,1,03,221123,B001A,5,64.28
09072103302,1,03,221122,B003B,6,77.14
09072103302,1,03,221122,B001A,5,64.28
09072103305,1,01,221118,B001A,10,128.57
09072103305,1,05,221119,B001A,10,128.57
09072103305,1,04,221119,B001A,10,128.57
09072103305,1,03,221124,B001A,10,128.57
09072103305,1,03,221119,B001A,10,128.57
09072103305,1,02,221123,B001A,10,128.57
09072103305,1,02,221119,B001A,10,128.57
09072103305,1,01,221123,B001A,10,128.57
09072103305,1,01,221119,B001A,10,128.57
09072103305,1,01,221122,B001A,10,128.57
09072261102,1,04,220414,B001A,10,128.57
09072261102,1,04,220418,B001A,10,128.57
09072261102,1,04,220412,B001A,10,128.57
09072261102,1,04,220413,B001A,10,128.57
09072261103,1,02,220417,B001A,10,128.57
09072261103,1,02,220418,B001A,10,128.57
09072261103,1,01,220412,B001A,10,128.57
09072261103,1,01,220415,B001A,10,128.57
09072261103,1,01,220415,B001C,21,269.99
09072261103,1,02,220412,B001A,10,128.57
09072261103,1,02,220413,B001A,10,128.57
09072261103,1,02,220415,B001C,21,269.99
09072261103,1,02,220415,B001A,10,128.57
09072261103,1,02,220414,B001A,10,128.57
09072261103,1,02,220416,B001A,10,128.57
09072261105,1,02,220418,B001A,10,128.57
09072261105,1,02,220416,B001A,10,128.57
09072261105,1,02,220414,B001A,10,128.57
09072261105,1,02,220413,B001A,10,128.57
09072261105,1,02,220412,B001A,10,128.57
09072261105,1,01,220418,B001A,10,128.57
09072261105,1,01,220412,B001A,10,128.57
09072261105,1,01,220413,B001A,10,128.57
09072261105,1,01,220414,B001A,10,128.57
09072261105,1,01,220416,B001A,10,128.57
09072791504,1,02,220527,B001A,10,128.57
09072791504,1,02,220526,B001A,10,128.57
09072791504,1,02,220525,B001A,10,128.57
09072791504,1,02,220524,B001A,10,128.57
09072791504,1,02,220523,B001A,10,128.57
09075073702,1,01,221228,B001A,10,128.57
09075073702,1,01,221229,B003B,12,154.28
09075073702,1,01,221230,B003B,12,154.28
09075073702,1,01,230102,B001A,10,128.57
09075073702,1,01,230102,B003B,12,154.28
09075073702,1,01,230103,B001A,10,128.57
09075073702,1,01,230103,B003B,12,154.28
09075073702,1,01,221228,B003B,12,154.28
09075073702,1,01,221229,B001A,10,128.57
09075073702,1,01,221230,B001A,10,128.57
09075112403,1,01,220822,B001A,10,128.57
09075112403,1,01,220820,B003B,12,154.28
09075112403,1,01,220822,B003B,12,154.28
09075112403,1,01,220820,B001A,10,128.57
09075112403,1,01,220823,B001A,10,128.57
09075112403,1,01,220823,B003B,12,154.28
09075112403,1,01,220824,B001A,10,128.57
09075112403,1,01,220824,B003B,12,154.28
09075112403,1,01,220825,B001A,10,128.57
09075112403,1,01,220825,B003B,12,154.28
09075112403,1,01,220826,B001A,10,128.57
09075112403,1,01,220826,B003B,12,154.28
09075112405,1,01,220825,B003B,12,154.28
09075112405,1,01,220824,B003B,12,154.28
09075112405,1,02,220825,B003B,12,154.28
09075112405,1,02,220824,B003B,12,154.28
09075112406,1,01,220825,B003B,12,154.28
09075112406,1,02,220823,B003B,6,77.14
09075112406,1,02,220825,B003B,6,77.14
09075112406,1,02,220826,B003B,6,77.14
09075112406,1,01,220821,B001A,10,128.57
09075112406,1,01,220821,B003B,12,154.28
09075112406,1,01,220822,B003B,12,154.28
09075112406,1,01,220823,B003B,12,154.28
09075520705,1,04,220303,B003B,12,154.28
09075520705,1,04,220303,B001A,10,128.57
09075520705,1,04,220307,B001A,10,128.57
09075520705,1,04,220307,B003B,12,154.28
09077191206,1,03,220426,B003B,12,154.28
09077191206,1,03,220423,B003B,12,154.28
09078910002,1,03,211227,B001A,10,128.57
09078910002,1,03,211229,B001A,10,128.57
09078910002,1,03,211224,B001A,10,128.57
09078910002,1,03,211230,B001A,10,128.57
09078910002,1,03,211228,B001A,10,128.57
09078910004,1,03,211228,B001A,10,128.57
09078910004,1,03,211229,B001A,10,128.57
09078910004,1,03,211227,B001A,10,128.57
09079011106,1,02,220417,B001A,10,128.57
09079011106,1,02,220417,B003B,18,231.42
09079011106,1,02,220413,B001A,20,257.14
09079011106,1,01,220417,B003B,24,308.57
09079220902,1,02,220323,B003B,12,154.28
09079220902,1,01,220323,B003B,12,154.28
09079220902,1,02,220324,B003B,12,154.28
09079220902,1,02,220325,B001A,10,128.57
09079220902,1,02,220324,B001A,10,128.57
09079220902,1,01,220323,B001A,10,128.57
09079220902,1,02,220325,B003B,12,154.28
09079220902,1,02,220329,B001A,10,128.57
09079220902,1,02,220329,B003B,12,154.28
09079220902,1,02,220323,B001A,10,128.57
09079220904,1,05,220324,B001A,10,128.57
09079220904,1,05,220325,B001A,10,128.57
09079220904,1,05,220325,B003A,5,64.28
09079220904,1,05,220329,B003A,5,64.28
09079220904,1,05,220328,B001A,10,128.57
09079220904,1,05,220328,B003A,5,64.28
09079220904,1,05,220329,B001A,10,128.57
09079220904,1,05,220323,B001A,10,128.57
09079980103,1,01,220107,B001A,10,128.57
09079980103,1,01,220106,B001A,10,128.57
09079980103,1,01,220105,B001A,10,128.57
09082091801,1,03,220622,B001A,10,128.57
09082091801,1,05,220622,B001A,10,128.57
09082091801,1,05,220622,B003B,12,154.28
09082091801,1,05,220623,B001A,10,128.57
09082091801,1,05,220623,B003B,12,154.28
09082091801,1,05,220624,B001A,10,128.57
09082091801,1,05,220624,B003B,12,154.28
09082091801,1,05,220625,B001A,10,128.57
09082091801,1,05,220625,B003B,12,154.28
09082091804,1,03,220627,B001A,10,128.57
09082091804,1,03,220625,B001A,10,128.57
09082091804,1,03,220624,B001A,10,128.57
09082091804,1,03,220623,B001A,10,128.57
09082091804,1,03,220622,B001A,10,128.57
09082091804,1,03,220621,B001A,10,128.57
09082091806,1,03,220625,B003B,12,154.28
09082091806,1,03,220627,B003B,12,154.28
09082091806,1,03,220624,B003B,12,154.28
09082091806,1,03,220621,B003B,12,154.28
09082091806,1,03,220622,B003B,12,154.28
09082091806,1,03,220623,B003B,12,154.28
09082121301,1,01,220506,B001A,10,128.57
09082121301,1,01,220505,B001A,10,128.57
09082121301,1,01,220504,B001A,10,128.57
09082121301,1,01,220503,B001A,10,128.57
09082121301,1,01,220502,B001A,10,128.57
09082121302,1,02,220506,B001A,10,128.57
09082121302,1,04,220507,B003C,14,179.99
09082121302,1,06,220506,B001A,10,128.57
09082121304,1,06,220506,B001A,10,128.57
09082121304,1,06,220507,B001A,10,128.57
09082121304,1,06,220502,B001A,10,128.57
09082121304,1,06,220503,B001A,10,128.57
09082121304,1,06,220504,B001A,10,128.57
09082121304,1,06,220505,B001A,10,128.57
09082121305,1,04,220502,B001A,10,128.57
09082121305,1,04,220503,B001A,10,128.57
09082121305,1,04,220504,B001A,10,128.57
09082121305,1,04,220505,B001A,10,128.57
09082121305,1,04,220506,B001A,10,128.57
09082121305,1,04,220507,B001A,10,128.57
09082121306,1,04,220502,B003B,12,154.28
09082121306,1,04,220504,B003B,12,154.28
09082121306,1,04,220503,B003B,12,154.28
09082121306,1,04,220506,B003B,12,154.28
09083692101,1,01,220722,B001A,5,64.28
09083692101,1,01,220725,B001A,5,64.28
09083692101,1,01,220726,B001A,5,64.28
09083692101,1,01,220721,B001A,5,64.28
09083692101,1,03,220725,B003B,6,77.14
09083692101,1,01,220727,B001A,5,64.28
09083692105,1,05,220722,B001A,10,128.57
09083692105,1,01,220722,B001A,10,128.57
09085411702,1,01,220617,B001A,10,128.57
09085411702,1,02,220616,B001A,10,128.57
09085411703,1,03,220615,B001A,10,128.57
09085411703,1,03,220617,B001A,10,128.57
09085411703,1,03,220611,B001A,10,128.57
09085411703,1,03,220614,B001A,10,128.57
09085411703,1,03,220613,B001A,10,128.57
09085411703,1,03,220616,B001A,10,128.57
09087023001,1,02,221024,B001A,10,128.57
09087023001,1,02,221022,B001A,10,128.57
09087023001,1,02,221021,B001A,10,128.57
09087023001,1,02,221020,B001A,10,128.57
09087023001,1,02,221025,B001A,10,128.57
09087023001,1,02,221019,B001A,10,128.57
09087023003,1,04,221025,B001A,10,128.57
09087023003,1,04,221024,B001A,10,128.57
09087023003,1,04,221021,B001A,10,128.57
09087023003,1,04,221019,B001A,10,128.57
09087023003,1,04,221020,B001A,10,128.57
09087572006,1,04,220711,B001A,10,128.57
09087572006,1,04,220712,B001A,10,128.57
09087572006,1,04,220713,B001A,10,128.57
09087572006,1,04,220714,B001A,10,128.57
09087572006,1,05,220715,B001A,10,128.57
09087572006,1,05,220711,B001A,10,128.57
09087572006,1,05,220713,B001A,10,128.57
09087572006,1,05,220714,B001A,10,128.57
09087572006,1,04,220715,B001A,10,128.57
09088152901,1,02,221015,B001A,10,128.57
09088152901,1,02,221013,B001A,10,128.57
09088152901,1,02,221012,B001A,10,128.57
09088152901,1,02,221011,B001A,10,128.57
09088152901,1,02,221010,B001A,10,128.57
09088152901,1,02,221009,B001A,10,128.57
09088152902,1,01,221013,B003B,9,115.71
09088152902,1,01,221013,B001A,5,64.28
09088152902,1,01,221015,B003B,9,115.71
09088152902,1,01,221015,B001A,5,64.28
09088152903,1,02,221015,B001A,10,128.57
09088152903,1,02,221014,B001A,10,128.57
09088152903,1,02,221013,B001A,10,128.57
09088152903,1,02,221012,B001A,10,128.57
09088152903,1,02,221011,B001A,10,128.57
09088152903,1,02,221010,B001A,10,128.57
09088152904,1,02,221015,B001A,10,128.57
09088152904,1,03,221009,B003C,7,89.99
09088152904,1,03,221010,B003C,7,89.99
09088152904,1,04,221015,B001A,10,128.57
09088152904,1,05,221015,B001A,10,128.57
09091283601,1,03,221222,B001A,10,128.57
09091283601,1,03,221222,B003B,14,179.99
09091283601,1,03,221223,B001A,10,128.57
09091283601,1,03,221220,B001A,10,128.57
09091283601,1,03,221219,B003B,14,179.99
09091283601,1,03,221220,B003B,14,179.99
09091283601,1,03,221223,B003B,14,179.99
09091283601,1,03,221224,B001A,10,128.57
09091283601,1,03,221224,B003C,14,179.99
09091283601,1,03,221221,B003B,14,179.99
09091283601,1,03,221221,B001A,10,128.57
09091283601,1,03,221219,B001A,10,128.57
09091283605,1,04,221224,B003C,7,89.99
09091283605,1,04,221224,B001A,5,64.28
09091283605,1,03,221224,B003C,7,89.99
09091283605,1,03,221224,B001A,5,64.28
09091283605,1,02,221224,B003C,7,89.99
09091283605,1,02,221224,B001A,5,64.28
09091283605,1,01,221224,B001A,5,64.28
09091283605,1,05,221224,B001A,5,64.28
09091283605,1,05,221224,B003C,7,89.99
09091283605,1,01,221224,B003C,7,89.99
09091751601,1,03,220606,B001A,5,64.28
09091751601,1,03,220606,B003C,7,89.99
09091751604,1,01,220603,B001A,10,128.57
09091751604,1,01,220602,B001A,10,128.57
09091751604,1,01,220601,B001A,10,128.57
09091751604,1,01,220604,B001A,10,128.57
09091751605,1,03,220603,B001A,10,128.57
09091751605,1,03,220602,B003C,14,179.99
09091751605,1,03,220607,B003C,14,179.99
09091751605,1,03,220601,B003C,14,179.99
09091751605,1,03,220601,B001A,10,128.57
09091751605,1,03,220603,B003C,14,179.99
09091751605,1,03,220606,B001A,10,128.57
09091751605,1,03,220606,B003C,14,179.99
09091751605,1,03,220607,B001A,10,128.57
09091751605,1,03,220602,B001A,10,128.57
09091751606,1,07,220603,B001A,10,128.57
09091751606,1,07,220601,B001A,10,128.57
09091751606,1,07,220603,B003C,14,179.99
09091751606,1,07,220606,B001A,10,128.57
09091751606,1,07,220606,B003C,14,179.99
09091751606,1,07,220607,B001A,10,128.57
09091751606,1,07,220607,B003C,14,179.99
09091751606,1,07,220601,B003C,14,179.99
09091751606,1,07,220602,B001A,10,128.57
09091751606,1,07,220602,B003C,14,179.99
09091981001,1,03,220406,B003C,14,179.99
09091981001,1,05,220406,B003C,14,179.99
09091981003,1,02,220404,B001A,10,128.57
09091981003,1,02,220405,B001A,10,128.57
09091981003,1,02,220406,B001A,10,128.57
09091981003,1,02,220407,B001A,10,128.57
09091981003,1,02,220408,B001A,10,128.57
09091981003,1,03,220402,B001A,10,128.57
09091981003,1,03,220404,B001A,10,128.57
09091981003,1,03,220405,B001A,10,128.57
09091981003,1,03,220406,B001A,10,128.57
09091981003,1,03,220407,B001A,10,128.57
09091981003,1,03,220408,B001A,10,128.57
09091981003,1,04,220404,B001A,10,128.57
09091981003,1,04,220404,B003C,14,179.99
09091981003,1,04,220405,B001A,10,128.57
09091981003,1,04,220405,B003C,14,179.99
09091981003,1,04,220407,B003C,14,179.99
09091981003,1,04,220407,B001A,10,128.57
09091981003,1,04,220406,B001A,10,128.57
09091981003,1,04,220406,B003C,14,179.99
09091981005,1,03,220402,B003C,14,179.99
09091981005,1,03,220408,B003C,14,179.99
09091981005,1,03,220404,B003B,12,154.28
09091981005,1,03,220404,B003C,14,179.99
09091981005,1,03,220405,B001A,10,128.57
09091981005,1,03,220408,B003B,12,154.28
09091981005,1,03,220405,B003B,12,154.28
09091981005,1,03,220405,B003C,14,179.99
09091981005,1,03,220406,B001A,10,128.57
09091981005,1,03,220406,B003B,12,154.28
09091981005,1,03,220406,B003C,14,179.99
09091981005,1,03,220407,B001A,10,128.57
09091981005,1,03,220402,B001A,10,128.57
09091981005,1,03,220407,B003B,12,154.28
09091981005,1,03,220407,B003C,14,179.99
09091981005,1,03,220408,B001A,10,128.57
09091981005,1,03,220402,B003B,12,154.28
09091981005,1,03,220404,B001A,10,128.57
09094060602,1,01,220222,B001A,10,128.57
09094060602,1,01,220223,B001A,10,128.57
09094060602,1,01,220224,B001A,10,128.57
09094060602,1,01,220225,B001A,10,128.57
09094060602,1,01,220226,B001A,10,128.57
09094060602,1,01,220228,B001A,10,128.57
09094060605,1,01,220222,B001A,10,128.57
09094060605,1,01,220228,B001A,10,128.57
09094060605,1,01,220226,B001A,10,128.57
09094060605,1,01,220224,B001A,10,128.57
09094060605,1,01,220223,B001A,10,128.57
09094060605,1,01,220225,B001A,10,128.57
09094493203,1,02,221111,B001A,10,128.57
09094493203,1,02,221112,B001A,10,128.57
09094493203,1,02,221113,B001A,10,128.57
09094493203,1,02,221114,B001A,10,128.57
09094493203,1,02,221110,B001A,10,128.57
09094493203,1,02,221109,B001A,10,128.57
09094493203,1,02,221108,B001A,10,128.57
09094493205,1,01,221113,B001A,10,128.57
09094493205,1,01,221114,B001A,10,128.57
09094493205,1,01,221111,B001A,10,128.57
09094493205,1,01,221112,B001A,10,128.57
09094493205,1,01,221110,B001A,10,128.57
09094493205,1,01,221108,B001A,10,128.57
09094512701,1,03,220920,B001A,10,128.57
09094512701,1,03,220923,B001A,10,128.57
09094512701,1,03,220919,B001A,10,128.57
09094512702,1,03,220925,B003B,12,154.28
09094512702,1,03,220924,B003B,12,154.28
09094512702,1,03,220923,B003B,12,154.28
09094512702,1,03,220922,B003B,12,154.28
09094512702,1,03,220920,B003B,12,154.28
09094512702,1,03,220919,B003B,12,154.28
09094512702,1,02,220924,B003B,12,154.28
09094512702,1,02,220923,B003B,12,154.28
09094512702,1,02,220922,B003B,12,154.28
09094512702,1,02,220921,B003B,12,154.28
09094512702,1,02,220920,B003B,12,154.28
09094512702,1,02,220919,B003B,12,154.28
09094512702,1,03,220921,B003B,12,154.28
09095252401,1,03,220825,B001A,10,128.57
09095252401,1,03,220820,B001A,10,128.57
09095252401,1,02,220825,B001A,10,128.57
09095252401,1,02,220821,B001A,5,64.28
09095252405,1,01,220820,B001A,5,64.28
09095252405,1,01,220821,B001A,5,64.28
09095252405,1,01,220822,B001A,5,64.28
09095252405,1,01,220824,B001A,5,64.28
09095252405,1,01,220823,B001A,5,64.28
09095252406,1,02,220822,B003A,8,102.85
09095252406,1,02,220820,B003A,8,102.85
09095252406,1,02,220826,B003A,8,102.85
09095252406,1,02,220824,B003A,8,102.85
09095252406,1,02,220823,B003A,8,102.85
09095603301,1,02,221124,B001A,10,128.57
09095603301,1,02,221123,B001A,10,128.57
09095603301,1,02,221122,B001A,10,128.57
09095603301,1,03,221124,B001A,5,64.28
09095603301,1,03,221123,B001A,5,64.28
09095603301,1,02,221119,B001A,5,64.28
09095603301,1,03,221122,B001A,5,64.28
09095603304,1,02,221124,B001A,10,128.57
09095603304,1,02,221123,B001A,10,128.57
09095603304,1,02,221122,B001A,10,128.57
09095603304,1,01,221118,B001A,10,128.57
09095603304,1,02,221120,B003B,12,154.28
09095603304,1,02,221120,B001A,10,128.57
09095603304,1,02,221118,B001A,10,128.57
09095603304,1,01,221124,B001A,10,128.57
09095603304,1,01,221123,B001A,10,128.57
09095603304,1,01,221122,B001A,10,128.57
09095603304,1,01,221121,B003B,12,154.28
09095603304,1,01,221119,B003B,12,154.28
09095603304,1,01,221118,B003B,12,154.28
09095603304,1,01,221119,B001A,10,128.57
09095603306,1,01,221124,B001A,10,128.57
09095603306,1,01,221123,B003B,12,154.28
09095603306,1,01,221118,B001A,5,64.28
09095603306,1,01,221123,B001A,10,128.57
09095603306,1,01,221122,B003B,12,154.28
09095603306,1,01,221122,B001A,10,128.57
09095603306,1,01,221118,B003B,6,77.14
09095603306,1,01,221124,B003B,12,154.28
09096170303,1,04,220128,B001A,10,128.57
09096170303,1,04,220129,B001A,10,128.57
09096170303,1,04,220127,B001A,10,128.57
09096170303,1,04,220125,B001A,10,128.57
09096170303,1,04,220126,B001A,10,128.57
09096170303,1,04,220124,B001A,10,128.57
09096170304,1,03,220124,B001A,10,128.57
09096170304,1,03,220125,B001A,10,128.57
09096170304,1,03,220126,B001A,10,128.57
09096170304,1,03,220127,B001A,10,128.57
09096170304,1,03,220128,B001A,10,128.57
09096170306,1,01,220125,B001A,10,128.57
09096170306,1,01,220126,B001A,10,128.57
09096170306,1,01,220127,B001A,10,128.57
09096170306,1,01,220128,B001A,10,128.57
09096170306,1,01,220129,B001A,10,128.57
09096170306,1,01,220124,B001A,10,128.57
09096170306,1,02,220126,B001A,10,128.57
09096170306,1,02,220127,B001A,10,128.57
09096170306,1,02,220128,B001A,10,128.57
09096170306,1,02,220129,B001A,10,128.57
09096170306,1,02,220124,B001A,10,128.57
09098232201,1,02,220803,B003B,12,154.28
09098232201,1,01,220803,B003B,12,154.28
09098232202,1,01,220806,B001A,5,64.28
09098232202,1,01,220805,B003A,2,25.71
09098232202,1,01,220806,B003A,2,25.71
09098232202,1,01,220805,B001A,5,64.28
09098232202,1,01,220804,B003A,2,25.71
09098232202,1,01,220804,B001A,5,64.28
09098232202,1,01,220803,B003A,2,25.71
09098232202,1,01,220803,B001A,5,64.28
09098232202,1,01,220802,B003A,2,25.71
09098232202,1,01,220802,B001A,5,64.28
09098232202,1,01,220801,B003A,2,25.71
09098232202,1,01,220801,B001A,5,64.28
09098232202,1,01,220731,B001A,10,128.57
09098433001,1,03,221025,B001A,10,128.57
09098433001,1,01,221025,B001A,10,128.57
09098433001,1,04,221019,B001A,10,128.57
09098433001,1,04,221019,B003B,12,154.28
09098433001,1,04,221020,B001A,10,128.57
09098433001,1,04,221020,B003B,12,154.28
09098433001,1,04,221021,B001A,10,128.57
09098433001,1,04,221021,B003B,12,154.28
09098433001,1,04,221024,B001A,10,128.57
09098433001,1,04,221024,B003B,12,154.28
09098433001,1,04,221025,B001A,10,128.57
09098433001,1,04,221025,B003B,12,154.28
09098433001,1,01,221019,B001A,10,128.57
09098433001,1,01,221024,B001A,10,128.57
09098433001,1,01,221020,B001A,10,128.57
09098433001,1,01,221021,B001A,10,128.57
09098433001,1,03,221024,B003B,12,154.28
09098433001,1,03,221024,B001A,10,128.57
09098433001,1,03,221022,B003B,12,154.28
09098433001,1,03,221022,B001A,10,128.57
09098433001,1,03,221021,B003B,12,154.28
09098433001,1,03,221021,B001A,10,128.57
09098433001,1,03,221020,B003B,12,154.28
09098433001,1,03,221020,B001A,10,128.57
09098433001,1,03,221019,B003B,12,154.28
09098433001,1,03,221019,B001A,10,128.57
09098433001,1,03,221025,B003B,12,154.28
09098433004,1,03,221025,B003B,12,154.28
09098433004,1,03,221024,B003B,12,154.28
09098433004,1,03,221021,B003B,12,154.28
09098433004,1,03,221022,B003B,12,154.28
09098681802,1,02,220623,B001A,15,192.85
09098681802,1,02,220621,B001A,10,128.57
09098681802,1,03,220625,B001A,10,128.57
09098681805,1,01,220622,B003B,12,154.28
09098681805,1,01,220623,B001A,10,128.57
09098681805,1,01,220624,B001A,15,192.85
09098681805,1,01,220624,B003B,12,154.28
09098681805,1,01,220625,B001A,10,128.57
09098681805,1,01,220625,B003B,12,154.28
09098681805,1,01,220621,B003B,12,154.28
09098681805,1,01,220621,B001A,15,192.85
09098681805,1,01,220622,B001A,20,257.14
09099142103,1,01,220725,B001A,10,128.57
09099142103,1,01,220726,B001A,10,128.57
09099142103,1,04,220723,B001A,10,128.57
09099142103,1,04,220724,B001A,10,128.57
09099142103,1,04,220725,B001A,10,128.57
09099142103,1,04,220726,B001A,10,128.57
09099142103,1,01,220727,B001A,10,128.57
09099142103,1,04,220722,B001A,10,128.57
09099142103,1,04,220721,B001A,10,128.57
09099142103,1,03,220727,B001A,10,128.57
09099142103,1,03,220726,B001A,10,128.57
09099142103,1,03,220725,B001A,10,128.57
09099142103,1,03,220721,B001A,10,128.57
09099142103,1,01,220721,B001A,10,128.57
09099142105,1,02,220722,B003B,12,154.28
09099142105,1,02,220725,B003B,12,154.28
09099142105,1,02,220726,B003B,12,154.28
09099142105,1,02,220721,B003B,12,154.28
09099142105,1,02,220727,B003B,12,154.28
09099770402,1,03,220202,B001A,10,128.57
09099770402,1,03,220203,B001A,10,128.57
09099770402,1,03,220207,B001A,10,128.57
09099770402,1,03,220204,B001A,10,128.57
09099770402,1,03,220208,B001A,10,128.57
09099770404,1,03,220206,B001A,10,128.57
09099770404,1,03,220205,B001A,10,128.57
09099770404,1,03,220204,B001A,10,128.57
09099770404,1,03,220203,B001A,10,128.57
09099770404,1,03,220202,B001A,10,128.57
09099770404,1,02,220208,B001A,10,128.57
09099770404,1,02,220207,B001A,10,128.57
09099770404,1,02,220206,B003B,28,359.99
09099770404,1,02,220206,B001A,10,128.57
09099770404,1,02,220205,B001A,10,128.57
09099770404,1,02,220204,B001A,10,128.57
09099770404,1,02,220203,B001A,10,128.57
09099770404,1,02,220202,B001A,10,128.57
09099770404,1,03,220208,B001A,10,128.57
09099770404,1,03,220207,B001A,10,128.57
09099770404,1,03,220206,B003B,14,179.99
09100652901,1,02,221015,B001A,10,128.57
09100652901,1,05,221010,B001A,10,128.57
09100652901,1,05,221011,B001A,10,128.57
09100652901,1,05,221012,B001A,10,128.57
09100652901,1,05,221013,B001A,10,128.57
09100652901,1,02,221013,B001A,10,128.57
09100652901,1,02,221012,B001A,10,128.57
09100652901,1,02,221011,B001A,10,128.57
09100652901,1,02,221010,B001A,10,128.57
09100652901,1,05,221014,B001A,10,128.57
09100652901,1,05,221015,B001A,10,128.57
09100652901,1,02,221014,B001A,10,128.57
09100652903,1,01,221013,B001A,10,128.57
09100652903,1,01,221012,B001A,10,128.57
09100652903,1,01,221011,B001A,10,128.57
09100652903,1,01,221010,B001A,10,128.57
09100652903,1,03,221015,B001A,10,128.57
09100652903,1,03,221014,B001A,10,128.57
09100652903,1,03,221013,B001A,10,128.57
09100652903,1,03,221012,B001A,10,128.57
09100652903,1,03,221011,B001A,10,128.57
09100652903,1,03,221010,B001A,10,128.57
09100652903,1,01,221014,B001A,10,128.57
09100652903,1,01,221015,B001A,10,128.57
09100652904,1,01,221014,B001A,10,128.57
09100652904,1,01,221013,B001A,10,128.57
09100652904,1,01,221012,B001A,10,128.57
09100652904,1,01,221011,B001A,10,128.57
09100652904,1,01,221010,B001A,10,128.57
09100652905,1,02,221010,B001A,10,128.57
09100652905,1,02,221011,B001A,10,128.57
09100652905,1,02,221012,B001A,10,128.57
09100652905,1,02,221013,B001A,10,128.57
09100652905,1,02,221014,B001A,10,128.57
09100652906,1,01,221011,B001A,10,128.57
09100652906,1,01,221009,B003B,12,154.28
09100652906,1,01,221014,B001A,10,128.57
09100652906,1,01,221015,B003B,12,154.28
09100652906,1,01,221015,B001A,10,128.57
09100652906,1,01,221009,B001A,10,128.57
09100652906,1,01,221011,B003B,12,154.28
09100652906,1,01,221012,B001A,10,128.57
09100652906,1,01,221012,B003B,12,154.28
09100652906,1,01,221014,B003B,12,154.28
09100652906,1,01,221013,B003B,12,154.28
09100652906,1,01,221013,B001A,10,128.57
09102363101,1,01,221104,B001A,10,128.57
09102363101,1,01,221031,B001A,10,128.57
09102363101,1,01,221030,B001A,10,128.57
09102363102,1,04,221101,B003C,14,179.99
09102363102,1,03,221101,B001A,10,128.57
09102363102,1,03,221103,B001A,10,128.57
09102363102,1,03,221104,B001A,10,128.57
09102363102,1,04,221031,B003C,14,179.99
09102363102,1,03,221031,B001A,10,128.57
09102363102,1,04,221104,B003C,14,179.99
09102363102,1,04,221103,B003C,14,179.99
09102363103,1,01,221103,B001A,10,128.57
09102363103,1,01,221101,B001A,10,128.57
09102363103,1,01,221101,B003B,12,154.28
09102363103,1,01,221104,B003B,12,154.28
09102363103,1,01,221104,B001A,10,128.57
09102363103,1,01,221103,B003B,12,154.28
09102363104,1,03,221102,B001A,10,128.57
09102363104,1,03,221104,B001A,10,128.57
09102363104,1,03,221103,B001A,10,128.57
09102363104,1,03,221101,B001A,10,128.57
09102363104,1,03,221031,B001A,10,128.57
09102363105,1,02,221104,B001A,10,128.57
09102363105,1,02,221029,B001A,10,128.57
09102363105,1,04,221104,B003C,14,179.99
09102363105,1,04,221103,B003C,14,179.99
09102363105,1,04,221101,B003C,14,179.99
09102363105,1,02,221103,B001A,10,128.57
09102363105,1,02,221030,B001A,10,128.57
09102363105,1,02,221031,B001A,10,128.57
09102363105,1,02,221101,B001A,10,128.57
09102363105,1,02,221102,B001A,10,128.57
09102363105,1,04,221031,B003C,14,179.99
09102363106,1,01,221029,B001A,10,128.57
09102363106,1,03,221031,B001A,5,64.28
09102363106,1,01,221104,B001A,10,128.57
09102363106,1,03,221101,B001A,5,64.28
